VENDOR,PART NUMBER,DESCRIPTION,MARKET PRICE (EUR),LAST FOUND LIST PRICE (USD),Weight,Dimension ,Remarks
O-NET,SFPM-023119,1525-1570NM/SFP VOA,€230.0,$0.00,,,
OCP,TRP-03L3I1AALC,SFP,€230.0,$0.00,,,
OCP,TRP-G1BALC,1GbESX // 1AB187280002,,,,,
OCP,TRPDO3MM3BAS,SFP ,€230.0,$0.00,,,
OE,RSP12MLXEIT3,1310nm,,,,,
ONEACCESS,ONE100-4B,ONE100-4B-2VS5ENEO-SP ONEACCESS,,,,,
OPLINK,45030056,VOA SFP -1525~1570nm -0~20dB -1.5dB -40dB -LC/PC,€230.0,$0.00,,,
OPLINK,TRPE48KI2CZAB60,125M-2.67G-1571NM-40KM-SM-ESFP,,,,,
OPMEXT,TRF5426AMLB409,SFP,€230.0,$0.00,,,
OPNEXT,SU69BC,XFP STM-64 S-64.2B 1550 nm,,,,,
OPNEXT,TRF5012FS-LA000,,,,,,
OPNEXT,TRF5426AMLB209,STM1 S1:1 100BASE LX10 - SU66AA,,,,,
OPNEXT,TRF5526AMLB209,STM4 - SU67AA,,,,,
OPNEXT,TRF5526AMLB309,STM4 S4.1  -  SU67AA,,,,,
OPNEXT,TRF5526AMLB409,STM4 S4.1 SU67AA,,,,,
OPNEXT,TRF5556AMLB209,STM4 L4.1 SFP,,,,,
OPNEXT,TRF5736AMLB309, 1.25G 10KM 1000BASE-LX10,,,,,
OPNEXT,TRF5836AMLB009,1000BASE LX 1310NM SFP,,,,,
OPNEXT,TRF5916FMLB209,STM16 I16 OTU1 SFP,,,,,
OPNEXT,TRF5926AVLB000,,,,,,
OPNEXT,TRF5926AVLB000E,SFP,,,,,
OPNEXT,TRF5926FALB003,2.67Gb/s  15km1310nm,,,,,
OPNEXT,TRF5926FALB283,2.67 Gb/S 1310nm,,,,,
OPNEXT,TRF5926FMLB209,STM16 S16.1 - OTU1 - SU68AB,,,,,
OPNEXT,TRF7061FN400F011,SFP,,,,,
OPNEXT,TRF7061FN420F021,DWDM 80km 194.20 THz 10G,,,,,
OPNEXT,TRF7061FN560F011,SFP,,,,,
OPNEXT,TRF7766AMLB209,1000BASE-ZX,,,,,
OPNEXT,TRF79A6AN36LB0U1,125M-2.67G-D16-120km-SM ESFP,,,,,
OPNEXT,TRF79AN36LB0U1,125M-2.67G-D16-120km-SM-ESPF,,,,,
OPNEXT,TRF79B6AA28LB009,DWDM SPF 1554.94nm HP192.8,,,,,
OPNEXT,TRF79B6AA45LB009,DWDM SFP 1541.35nm HP194.5,,,,,
OPNEXT,TRF79B6AA47LB009,DWDM SFP 1539.77nm HP194.7,,,,,
OPNEXT,TRF79B6AA48LB009,DWDM SFP 1538.98nm HP194.8,,,,,
OPNEXT,TRF79B6AA50LB009,DWDM SFP 1537.40nm HP195.0,,,,,
OPNEXT,TRF79B6AA51LB009,DWDM SFP1536.61nm HP195.1,,,,,
OPTECH,OP6C-S10-13-IM,1.25Gbps/1310nm/10km,,,,,
OPTON,10G-MM-DF85-SR-D,10G SFP+ TX850 MM LC 300M DDM,,,,,
OPTON,10G-SM-WDM33-LC20,10G BIDI SFP+ TX1330/RX1270,,,,,
OPTOSTAR,OP-MP443L1SD-20,SFP,€230.0,$0.00,,,
OPTOTEC,8DG17009AA,TOADM 10G TANSPONDER CABLE,,,,,
OPWAY,OP-3420D,SFP,€0.0,$0.00,,,
OPWAY,OP-8910,SFP,€0.0,$0.00,,,
OPWAY,OP-MP434L1SD-20,SFP,€0.0,$0.00,,,
OPWAY,OP-MP4RJ451,SFP,€0.0,$0.00,,,
OPWAY,OP3940D,SFP,€230.0,$0.00,,,
OPWAY,OP8940,SFP,€0.0,$0.00,,,
OPWAY,OP8980,SFP,€0.0,$0.00,,,
OTHER,037-579122-001,CABLE FOR EXR-999-003,,,,,
OTHER,050531800083,WIDE OUT-OF-BAND REJECTION  - ANTI-JAMMING  - LIGHTNINGPROOF GPS,,,,,
OTHER,080-212-000,LANTRONIX DATA EXTERNAL DEVICE SERVER,,,,,
OTHER,0B24178,Hitachi 146GB 10K RPM Hard Drive,,,,,
OTHER,100-00915-04,DL2020E-075B SOLO E1 DSU,,,,,
OTHER,10000639,VCD-80 E1 DB,,,,,
OTHER,100A60MV,Shunt 100A 60mV (0.XX value is not given - WRONG PN),€230.0,$0.00,,,
OTHER,100A60MSHUNT,100a60mv,,,,,
OTHER,128MBFLASHCARD,COMPACT MEMORY CARD,,,,,
OTHER,136-010860K,Battery circuit breaker,,,,,
OTHER,136-011043K,MONOVOLT PK300-PFC-R,,,,,
OTHER,136-011045D,DRA 1900-SUP.VIS-ll,,,,,
OTHER,1420030000,ACE-2002E/AC,,,,,
OTHER,15-11779-01,4GB - SG572124fG8P6ILSF0,,,,,
OTHER,50A60MV,Shunt  50A 60mV  (??),,,,,
OTHER,150A60MV05,Shunt  150A 60mV  0 -5,€230.0,$0.00,,,
OTHER,1667-110-000-3.01,LINK BUILDER FMSll,,,,,
OTHER,1730-010-000-5.02,3C17300 SWITCH 4226T,,,,,
OTHER,1AB373120002,OC-3/STM-1 ULH SFP,,,,,
OTHER,1GS-000146-D1A,SFP,€0.0,$0.00,,,
OTHER,1000A75MV05,Shunt  1000A 75mV 0.5,,,,,
OTHER,1KA75MV05,1000A75MV05,€230.0,$0.00,,,
OTHER,200-0130-01,BIG:IP,,,,,
OTHER,200A60MV05,Shunt  200A 60mV 0 -5,€230.0,$0.00,,,
OTHER,200A75MV05,Shunt  200A 75MV 0 -5,€230.0,$0.00,,,
OTHER,21154674,NO REFERENCE,€1 -150.0,$0.00,,,
OTHER,24502000,CISCO SANTA AC  /  BAP1R7UFAA,,,,,
OTHER,250A60MV,Shunt  250 AMPER 60MV,€230.0,$0.00,,,
OTHER,250A60MV05,Shunt  250A 60mV  0 -5,€230.0,$0.00,,,
OTHER,2950-175,CABLE,,,,,
OTHER,2XCPOS/STM1-SFP,Board,€230.0,$0.00,,,
OTHER,30-0759-01,1000 BASE-SX SFP,€230.0,$0.00,,,
OTHER,30-1301-03,SFP,€230.0,$0.00,,,
OTHER,300A25MV03,Shunt  300A 25mV 0 -3,€230.0,$0.00,,,
OTHER,300A60MV05,Shunt  300A 60mV 0 -5,€230.0,$0.00,,,
OTHER,371-3244-05,Sun Oracle Blade 6000,,,,,
OTHER,3AW01147DC,,,,,,
OTHER,400ASHUNT,400A60MV05,€230.0,$0.00,,,
OTHER,45891-001,SFP,€230.0,$0.00,,,
OTHER,4670110000,RICI-4E1/U,,,,,
OTHER,471493A.101,EWDB 11,,,,,
OTHER,4807528,TRANSCEIVER 850NM 4.25GB,,,,,
OTHER,500A75MV05,Shunt  500A 75MV 0 -5,€230.0,$0.00,,,
OTHER,502F00016B,ACTELIS ML622,,,,,
OTHER,502F00027B,ACTELIS ML628,,,,,
OTHER,502F00030B,ACTELIS ML628,,,,,
OTHER,502F00046B,ACTELIS ML624,,,,,
OTHER,502F00047B,ACTELIS ML628,,,,,
OTHER,502F00078A,ACTELIS ML622,,,,,
OTHER,502F00079A,ACTELIS ML624,,,,,
OTHER,502F00081A,ACTELIS ML628,,,,,
OTHER,502F00100B,ACTELIS ML622,,,,,
OTHER,502F00101B,ACTELIS ML624,,,,,
OTHER,502F00102B,ACTELIS ML628,,,,,
OTHER,50A60MVShunt,50A60MV,€230.0,$0.00,,,
OTHER,52F00078A,ACTELIS ML622,,,,,
OTHER,534-108/82,KIT ODU 1+1 HSBY UNB  7.1 - 8.5 GHz,,,,,
OTHER,534-120/04,KIT ODU 1+1 INT UNB 26 GHz - 10 dB,,,,,
OTHER,534-120/06,KIT ODU 1+1 UNBAL 38 GHz,,,,,
OTHER,534-121/06,SUPPORTING FRAME FOR 1+1,,,,,
OTHER,57-1000013-01,SFP,€230.0,$0.00,,,
OTHER,600A25MVShunt,600A25MV,,,,,
OTHER,600A25MV,Shunt 600A 25mV ,€230.0,$0.00,,,
OTHER,600A60MV05,Shunt 600A 60mV 0 -5,€230.0,$0.00,,,
OTHER,64MBFLASHCARD,COMPACT MEMORY CARD,,,,,
OTHER,68EC64-AOC-FD1-60N,CONNECTOR ,,,,,
OTHER,7010-12121-032-000,GX-400-A,,,,,
OTHER,7060-52670-321-311,GX-400-A,,,,,
OTHER,7060-55432-001-101,GX-400-A,,,,,
OTHER,7061-13705-004-101,GX-400-A,,,,,
OTHER,715549-017,ES-2810,,,,,
OTHER,725-10010E,E1 X12 MODULE,,,,,
OTHER,80992,ONE100-8V-1O S5E NEO-SP,,,,,
OTHER,840-600004-002,DUEL REMOTE MOUNT,,,,,
OTHER,840-600004-003,DUEL REMOTE MOUNT ,,,,,
OTHER,8XRJ45-16X1,NORDIX FLEX CABLE,,,,,
OTHER,902989R11,C-COR MODEL 5,,,,,
OTHER,9724010687,EP071263-C,,,,,
OTHER,ADB0036,RJ45 Female to DB9 Female Cros Avocent,,,,,
OTHER,AK344-63001,,,,,,
OTHER,AM-OMNI-RPR/2C,Optical receiver,,,,,
OTHER,AMVDD25,SAI,,,,,
OTHER,ANET3W4AA,NNTM 310K7GNT,€0.0,$0.00,,,
OTHER,AT-3612TR,12 PORT HUB,,,,,
OTHER,AT110725-BNC,16 E1 with BNC Connector  ,,,,,
OTHER,AT80051-00-AB,GIGABIT ETHERNET PRNCD,,,,,
OTHER,BE1-BMC,CABLE,,,,,
OTHER,BIP07,BIG-IP,,,,,
OTHER,CCA4163-E001,,,,,,
OTHER,CNI9Z83AAA,SFP,€230.0,$0.00,,,
OTHER,CZJ-500S,CONTACTOR 48V,€0.0,$0.00,,,
OTHER,DCJ2804-01P,7200 AC Power Supply,,,,,
OTHER,DS1E-M-DC48V,,,,,,
OTHER,DWR38/12-62C/LPDC16,UFH DTV 100W6CV 2CRC FILTER,,,,,
OTHER,E74020,FLEX CABLE,,,,,
OTHER,EP071276-D,CISCO 7200 VXR ROUTER 280W Power Supply EP071276-D,,,,,
OTHER,FC-FC,Cable,,,,,
OTHER,FC-MTR,Cable,,,,,
OTHER,FC-MU,Cable,,,,,
OTHER,FC-SC,Cable,,,,,
OTHER,FC-SC/APC,Cable,,,,,
OTHER,FT5220-53,155Mb/s-20km-3.3V,,,,,
OTHER,FTLX8571D3BCL-HW,SFP,€230.0,$0.00,,,
OTHER,FTR-1008,8 PORT RJ45 UNIT,,,,,
OTHER,GAI0098,SM ALC IDU 1U,,,,,
OTHER,GAI0158,AL PLUS 2 CHASSIS 2RU HIGH,,,,,
OTHER,GSZ2-200SB/DC,CONTACTOR 48,€0.0,$0.00,,,
OTHER,HBCU-5710R,SFP,€230.0,$0.00,,,
OTHER,HD-OE,HD-SDI Optical to Electrical Conv,,,,,
OTHER,HFBR5720AL,LC SFP FIBRE CHANNEL,,,,,
OTHER,HFCT5208B,OC-12 STM-4,,,,,
OTHER,IMF-2ETH,,,,,,
OTHER,IMF-4E1,4 PORT RJ45 MODULE,,,,,
OTHER,IMF-MSS,,,,,,
OTHER,IUSE201.B,MER-R,,,,,
OTHER,IUSE202.A,MDR,,,,,
OTHER,IUSE214.B,MGP SNTP,,,,,
OTHER,IUSE216.A,MIPSNMP,,,,,
OTHER,JAY4663YB0V-Y,CONTACTOR 60,€0.0,$0.00,,,
OTHER,JSM-21S3AA2,1000BASE-SX,,,,,
OTHER,LCDUPLEX-LCDUPLEX,Cable,€0.0,$0.00,,,
OTHER,LCDUPLEX-LCDUPLEX,Cable,€0.0,$0.00,,,
OTHER,LCDUPLEX-SCDUPLEX,Cable,€0.0,$0.00,,,
OTHER,LC-MU,Cable,€0.0,$0.00,,,
OTHER,LC-ST,Cable,€0.0,$0.00,,,
OTHER,LCP-1250B4QSRBTE,SFP,€230.0,$0.00,,,
OTHER,LS38-C3S-TI-N-DD,1.25Gb -1310nm,,,,,
OTHER,LTU-48ADSL-3,Board ,€1 -150.0,$0.00,,,
OTHER,MEDIATRIX-3000,MEDIATRIX-3000 SWITCH BOARD 3000 SERIES,,,,,
OTHER,MU-LC,Cable,,,,,
OTHER,MU-MU,Cable,,,,,
OTHER,MUT9501667AA,RT Power Converter,,,,,
OTHER,MUT-1537-625-A,MUT-1537-625A MUX34/140,,,,,
OTHER,MXPD-243S,HUAWEI 1250Mbps SFP Transceiver - LC Connector P/N 2315200,€230.0,$0.00,,,
OTHER,N4XR3,N4XR3 MOTHERBOARD,,,,,
OTHER,NTTP01CFE6,GE LX (10K)/FC100 SM,,,,,
OTHER,NTTP02CD,OC-3 IR-1/S-1.1,,,,,
OTHER,NTTP02CDE6,OC-3 IR-1/S-1.1,,,,,
OTHER,NTTP03CFE6,OC-48 IR-1/S-16.1,,,,,
OTHER,OP3910D,SFP,€230.0,$0.00,,,
OTHER,P-5500,IPAM Hardware Appliance,€1 -150.0,$0.00,,,
OTHER,P-660HW-T1,Zyxel Prestige 660 WiFi  P-660HW-T1 ,,,,,
OTHER,PCBA513-577,Board,€1 -150.0,$0.00,,,
OTHER,PCBA513-653,Board,€1 -150.0,$0.00,,,
OTHER,PEL-ANLY2R-336PT-G2-XX,PEL-ANLY2R-336PT-G2-XX SWITCH,€0.0,$0.00,,,
OTHER,PLRXXL-SC-S43-C1,SFP,€230.0,$0.00,,,
OTHER,PSC500-A,Compatible HUAWEI 500W AC Switching Power Supply Module,,,,,
OTHER,QMX-E1/FO-L-D13-AD,,,,,,
OTHER,QXU-1000-PC,Nettest PC,,,,,
OTHER,R3G280-AC60-19,Heat Exchanger External Fan,,,,,
OTHER,RPXM-192-466-C37,2.67G 1310NM 15KM Gigabit single-mode fiber optic module,€230.0,$0.00,,,
OTHER,RTMX191-400,Transceiver Module HUAWEI/Wtd RTXM191-400 1.25G-1310NM-10KM-SM-ESFP,€230.0,$0.00,,,
OTHER,RTXM191-400,SFP,€230.0,$0.00,,,
OTHER,RTXM192-404-C24,SFP,€230.0,$0.00,,,
OTHER,RV300-5009M,CONTACTOR 60V,€0.0,$0.00,,,
OTHER,RXTM159-400,SFP,€0.0,$0.00,,,
OTHER,S30122-X8000-X79,SYS-2USM02-6M01E,,,,,
OTHER,S30124-X5097-X,PSUC,,,,,
OTHER,SCDUPLEX-SCDUPLEX,Cable,,,,,
OTHER,SC-FC,Cable,,,,,
OTHER,SC-LCDUPLEX,Cable,,,,,
OTHER,SC-MU,Cable,,,,,
OTHER,SC-SC/APC,Cable,,,,,
OTHER,SC/APC-FC,Cable,,,,,
OTHER,SC/APC-MU,Cable,,,,,
OTHER,SCI52249001,SPECTRUM QT2 -48V 60VDC DUT Power Supply,,,,,
OTHER,SCI52249004,SPECTRUM QT2 -60V 15A DUT Power Supply,,,,,
OTHER,SCP6G01-GL-BWH,SFP,€0.0,$0.00,,,
OTHER,SDI-EO-13T,Transmit Card,,,,,
OTHER,SDI-OE-S,Transmit Card,,,,,
OTHER,SFP-3012-C-L-10,SFP,€230.0,$0.00,,,
OTHER,SGA441SW,INTERNET BOX,,,,,
OTHER,750A50mV,Shunt 750A 50mV ,€230.0,$0.00,,,
OTHER,SM800-RM848,RM848 Series Modular Rectifier,,,,,
OTHER,SMX-E1/IP-1E1,,,,,,
OTHER,SRCCV100-A,ENERGY STATION,,,,,
OTHER,SSR-CM2,CONTROL MODULE-PCMCIA,,,,,
OTHER,SSR-GSX31-02,1000BASE 2PORTS MODULE,,,,,
OTHER,TILTBRACKET,Antenna TILT Apparatus ,€0.0,$0.00,,,
OTHER,TRF5426AMLB309,100BASE LX-10,€230.0,$0.00,,,
OTHER,TRPA03I1AAXS-AL,SFP,€230.0,$0.00,,,
OTHER,TRPAG1ZXIBGS-HWS,1.25G-1550NM-80KM-SM-ESFP SFP,,,,,
OTHER,V50017-U462-K500,SP-GB-SX-CDFB-SA1,,,,,
OTHER,WD5002ABYS,500GB 7200 RPM 16MB Cache ,,,,,
OTHER,Z00-403/97,ODU IDR 18 Hi2,,,,,
OTHER,Z6-03144G09-40,OMS840 PWR200CM CABLPHOENIX-DB9,,,,,
OTHER,ZJW-350/48V,CONTACTOR 48,€0.0,$0.00,,,
OTHER,ZJW250CDC,ZJW250C DC CONTACTOR,€0.0,$0.00,,,
OTHER,ZJW350CDC,ZJW350C DC CONTACTOR,€0.0,$0.00,,,
PALO ALTO,520-000070-00C,NETWORKS ENTERPRISE FIRWALL PA-3020 ,,,,,
PHOTON,034060282,eSFP -155M -1550nm -SMF -100km -Optical Transceiver,,,,,
PICO,PLRXPL-VI-S24-22,1/2 Gbps Dual Rate FC 1000Base-SX,,,,,
PICOLIGHT,PLRXPL-VC-SG3-24-N,SFP,€230.0,$0.00,,,
PIRELLI,151015502,,,,,,
PIRELLI,151017201,OPTICAL TRANSCEIVER MODULE,,,,,
PIRELLI,151017301,OPTICAL TRANSCEIVER MODULE,,,,,
PIRELLI,151019601,OSC SFP - STM1-OC3 - 1310 NM,,,,,
POWER,1-M00022G*559992,Chassis Aspiro XS 19.48 2RU 48V/3200W,,,,,
POWERWAVE,ALR1200/002,Repeater,,,,,
POWERWAVE,AR6560/00200,Cellular Telephone Repeater,,,,,
PROLABS,LR-SFP-10G-C,LR-SFP-10G-C compliant SFP+ SMF,,,,,
PROMAX,PROMAX-8PREMIUM,CABLE TV ANALYSER,,,,,
PROTECH,52070APG,Freecooling FCCX 048 Protech PTE,€0.0,$0.00,,,
QCUBBBULIG01,21030116,SLPU,,,,,
QLOGIC,PLRXPL-VC-SH4-23-N,SFP,€230.0,$0.00,,,
QLOGIC,PLRXPL-VC-SH4-23-N-QL,SFP,€230.0,$0.00,,,
Quantum,AFM400,TESAS-QUINTUM.Quintum 4 FXS/4FXO ANALOG PORTS,€43.8,$0.00,,,
QUANTUM,AXM2400,TENOR AX Series GATEWAY AXSeries SERVER EQUIPMENT,€131.4,$0.00,,,
QUIQCELL,QS-3W-1F-NF-00,3 WAY SPLITTER ,€0.0,$0.00,,,
R4875G1,02311TGX-001,Rectifier Module - R4875,,,,,
RAD,1001685090,MIRICI-E3T3,,,,,
RAD,1001709598,MIRICI-155,,,,,
RAD,4670090000,RAD RICI-4E1,,,,,
RAD,513002-A,SFP-CA,,,,,
RAD,5130210000,SMART SFP MIRICI,,,,,
RAD,ETX-203AX/GE/2SFP/4U,CARRIER ETHERNET DEMARCATION WITH FIXED AND MODULAR UPLINK - 1 GBPS PER PORT - 2 SFP ETHERNET PORTS,,,,,
RAD,UN600024731,SFP-P-1 DH,,,,,
RAD DATA,RAD_UCI_HS,MODEM,€0.0,$0.00,,,
RAD DATA,RADFCD-E1,Fractional E1 Access Units,€147.9,$0.00,,,
RADCOM,PA-FEP-GENFEP,PERFORMER SIP SIMULATOR,,,,,
RADCOM,PA-LIM-1P-10/100/G,10/100/100 ETHERNET LIM,,,,,
RADISYS,A6K-RSM-J,A6K-RSM-J ATCA,€109.5,$0.00,,,
RADISYS,ATCA-2210,RADISYS6000 Board ATCA-SWH-6505-R1,€219.0,$0.00,,,
RADISYS,ATCA-4300,RADISYS Board A 4300-CPU-6505-R1,€547.6,$0.00,,,
RADISYS,ATCA-4500,Compute Processing Module,€219.0,$0.00,,,
RADISYS,ATCA-4500-CPU-OEM,Board,€219.0,$0.00,,,
RADISYS,ATCA-5010,RADISYS 6000 Board A-5010-,€54.8,$0.00,,,
RADISYS,ATCA-5400-CPU-RTM-OEM,Board for TEKTRONIX Chassis,€273.8,$0.00,,,
RADISYS,ATCA-7240,OCTEON II CN68XX,€328.6,$0.00,,,
RADISYS,ATCA-7240-CFG2-TEK,Board,€460.0,$0.00,,,
RADISYS,ATCA-7240-IO-RTM,transition Module,€109.5,$0.00,,,
RADISYS,MPCBL0001F04,C55360-022,€208.1,$0.00,,,
RADISYS,MPCBL0001F04Q,SBC-G-TKT200-000 Intel MPCBL0001F04Q CPU Boards. NetStructure Single Board Computer | 2.0GHz Intel Xeon Processor | PMC & IDE Slots | Dual Gigabit LAN | Fibre Channel (RoHS compliant),€575.0,$0.00,,,
RADISYS,MPCBL0001N04,C13354-021,€21.9,$0.00,,,
RADISYS,MPCBL0040N02Q,Intel MPCBL0001F04Q CPU Boards. NetStructure Single Board Computer | 2.0GHz Intel Xeon Processor | PMC & IDE Slots | Dual Gigabit LAN | Fibre Channel (RoHS compliant),€345.0,$0.00,,,
RADISYS,MPCMM0001,C52711-021 for TEKTRONIX Chassis ,€1 -095.2,$0.00,,,
RADISYS,MPCMM0001Q, D18368-011,€0.0,$0.00,,,
RADISYS,MPRTM0040S00Q,D38077-012 Board for TEKTRONIX Chassis / Intel MPRTM0040 Rear Transition Module,€547.6,$0.00,,,
RADISYS,SW-2000,aTCA-3150S/TK SW-2000 AdvancedTCA Processor Blade,€230.0,$0.00,,,
RADISYS,SYS6000,Radisys Chassis Chassis SYS6000 48VDC 90AMP,€230.0,$0.00,,,
RADISYS,TD140KABINET,TD140CHASSIS,,,,,
RADISYS,TD140CHASSIS,Chassis,€328.6,$0.00,,,
RADISYS,TD140FAN,FAN Tray,€27.4,$0.00,,,
RADISYS,TD140IORTM,Board,€547.6,$0.00,,,
RADW,RW-2230-4H25,RW2000/ODU/AP/F35/ETSI/INT/25M/20,,,,,
RAISECOM,OPCOM600-OTU2,OTU2,,,,,
REDBACK,908-0297,Redback ATM OC12/STM-4 SMF-IR,,,,,
REDBACK,908-0333,Redback SE800 GB ETHERNET CARD,,,,,
REDBACK,908-0394,Redback SE800 XC ROUTER,,,,,
REDBACK,908-0396,Redback 4 X OC-3C/STM-1C ATM - SM/IR,,,,,
REDBACK,908-0406,Redback SE400 GIGABIT ETHRNT,,,,,
REDBACK,908-0409,Redback OC-12C/STM-4 ATM,,,,,
REDBACK,908-0415,Redback GIGABYTE COMPACT FLASH,,,,,
REDBACK,908-0426,Redback SHELF 14 SLOT,,,,,
REDBACK,908-0508,Redback XCRP4 - CROSS CONNECT,,,,,
REDBACK,D20846-004,TXN181070850X28,,,,,
REDBACK,D20846-005,TXN181070850X28,,,,,
REDBACK,D20846-007,TXN181070850X28,,,,,
RFS,10011383,SB 2-250 MEL,,,,,
RFS,10029673,SB-2-250BMEL,,,,,
RIELLO,ULCR500E4A,RIELLO UPS 500R,,,,,
RIVERBED,CMP-00028,DUAL FIBER GIG-E BYPASS,,,,,
RIVERBED,CMP-00074,PCI-X SERVER ADAPTER,,,,,
RIVERSTONE,300-216-03,G8M-GBCFM-02 GBIC,,,,,
RIVERSTONE,300-217-02,G8M-GBCMM-02,,,,,
RIVERSTONE,G11-B256,RS1100 BASE UNIT,,,,,
RIVERSTONE,G31-B256,RIVERSTONE RS 3100,,,,,
RIVERSTONE,G3M-GBCFM-02,RS3000 2-port GbE Module,,,,,
RIVERSTONE,G8M-GBCFM-02,GBIC MODULE,,,,,
RIVERSTONE,G8M-GBCMM-02,GBIC-MPLS MODULE,,,,,
RIVERSTONE,X15-10GE-1LR-A,10GE LR/LW MODULE,,,,,
ROSENBERGE,DC-10-7F-NF-01,10 DB COUPLER TAPPER ROSENBERGER,€0.0,$0.00,,,
SAFT,B00815280000,DPM-2,,,,,
SAFT,B05301240100,MPS270  SAFT POWER SYSTEM,,,,,
SAFT,B1001004000B,MPS 270,,,,,
SAFT,B13722050200,SMR 9003,,,,,
SAFT,B1601001010B,DPM2,,,,,
SAFT,MPS1600C,48V 5KW RECTIFIER,,,,,
SAFT,SM660,SWITCH MODE RECTIFIER,,,,,
SAGEM,251308866,ODU SLF 23GHZ TR 1008 LO B1,,,,,
SAGEM,251308874,ODU SAGEM FX12,,,,,
SAGEM,251308895,ODU SAGEM,,,,,
SAGEM,251309087,ODU SAGEM,,,,,
SAGEM,251309095,ODU SAGEM,,,,,
SAMSUNG,M392T5160QJA,4GB 240P 2RX4 PC2-5300P ECC REG VLP,,,,,
SANDISK,SDP3B-48-584,48MB FLASH DISK,,,,,
SANKEN,S30122-K5977-X-2,DL896B (HICOM 300E) CONVERTER,,,,,
SATELCOM,21212,SAME BAND COMBINER 7/16 2100MHZ,€57.5,$0.00,,,
SCHMID,CHM375320-02AA,SZ 375 - LTU-L,,,,,
SCHMID,CHM635310-02AA,SZ375 LTU-R,,,,,
SCHMID,CHM896634TPA2R,SHDSL NTU -  SZ.896.01GE634,,,,,
SCHMID,SZ.875.V110WN,Schmid Telecom SZ.875.V110W Desktop Chassis,,,,,
SCHMID,SZ.876.V100WA,MINIRACK SHDSL LTU,,,,,
SCHMID,SZ.886.V430TDE,WATSON5 - SHDSL 2 PAIR,,,,,
SCHMID,SZ.886.V830TBC,WATSON5 - SHDSL 4 PAIR,,,,,
SCHMID,SZ377.065E633,LTU-L/R,,,,,
SDPTELEKOM,CPL03ADA011,COUPLER 3DB HYBRID COMBINER,€0.0,$0.00,,,
SEAGATE,9FJ066-006,146GB 10K.3 Hard Drive,,,,,
SEAGATE,9SW066-175,"CISCO 300GB 15K RPM 2.5"" 6GB SAS HARD DISK",,,,,
SEAGATE,9U3001-001,ST318406LC,,,,,
SEAGATE,9W2005-314,"40GB 7200RPM 3.5"" IDE HDD",,,,,
SEAGATE,9WE066-179,Seagate 300GB 10KRPM SAS 2.5in HDD,,,,,
SEAGATE,9Z1006-002,SEAGATE 300GB 15K U320 HARD DRIVE,,,,,
SEAGATE,9Z1006-005,Seagate Cheetah 15K.5 Series 300GB,,,,,
SEVENTEAM,ST-220FUB-05E,220W PSU,,,,,
SHENGLU,027010665,Directional Antenna -3300-3800/3300-3800MHz,,,,,
SIAE,C12151-02,MAIN CONTROLLER,,,,,
SIAE,C12155,Sub-Module from GD0430-02,,,,,
SIAE,C32545,SUB UNIT ASSEMBLY,,,,,
SIAE,D12036,LIM 16X2 COAX,,,,,
SIAE,D12095,SIAE AL Equip Controller,,,,,
SIAE,D12158,LIM Ethernet Interface,,,,,
SIAE,D12158-02,LIM Ethernet Interface,,,,,
SIAE,D12160-02,MAIN CONTROLLER,,,,,
SIAE,D16027-04,SPA ALS 32/128QAM RAD INTFC,,,,,
SIAE,D52011,COUPLER UNIT FOR SEPARATED ANTENNA,,,,,
SIAE,D52020,COUPLER UNIT FOR INTEGRATED ANTENNA,,,,,
SIAE,D60024,TRIBUTARY INTERFACE 16 PORT,,,,,
SIAE,D60025,TRIBUTARY INTERFACE 64 PORT,,,,,
SIAE,D60083,SIAE AGS-20-L FAN - STANDARD,,,,,
SIAE,D60085,SIAE AGS-20-L RIM 2IF STANDARD,,,,,
SIAE,D60086,SIAE AGS-20-L CORE MODULE,,,,,
SIAE,D60088,SIAE AGS-20-L LIM TDM 8xE1 + 2xSTM-1,,,,,
SIAE,D60305,SIAE AGS-20-L LIM ETHERNET 8xOPTICAL,,,,,
SIAE,D60312,SIAE AGS-20-L RIM 2IF QUAD MODEM + SFP,,,,,
SIAE,D60314,SIAE AGS-20-L FAN - HIGH POWER,,,,,
SIAE,D60315,SIAE AGS-20-L POWER SUPPLY - HIGH POWER,,,,,
SIAE,G6JJ7R01,Radio INTERFACE MODULE RIM,,,,,
SIAE,G6KIGR20,INDOOR UNIT IDU,,,,,
SIAE,G7RJGU20,LIM LINE INTERFACE MODULE,,,,,
SIAE,G8ADLC32,RT24G,,,,,
SIAE,G8DBM372,ODU RT27G,,,,,
SIAE,G8DBMM02,ODU 15/16X2 LOW (S1-S2),,,,,
SIAE,G8FBL132,RT29G,,,,,
SIAE,G8FDL152,RT29G,,,,,
SIAE,G8GDLB62,RT32G,,,,,
SIAE,G8GDLE62,RT32G,,,,,
SIAE,G8HDL512,RT33G,,,,,
SIAE,G8KBL502,ODU 38/4X2 HIGH,,,,,
SIAE,G8KBM502,ODU 38/16X2 HIGH,,,,,
SIAE,G8KBME02,RT34G,,,,,
SIAE,G8KDL122,RT34G,,,,,
SIAE,G8KDMB02,RT34G,,,,,
SIAE,GA00103-1,ODU AL23 SB1 LOW,,,,,
SIAE,GA00104-1,ODU AL23 SB1 LOW,,,,,
SIAE,GA9006-03,ODU AL23SB1,,,,,
